source,target,type
carcamito10,thelmaaldana,mention
carcamito10,jsandoval1982,mention
carcamito10,concriteriogt,mention
krchapina,traficogt,mention
barrioswicho,goyo_saavedra,mention
barrioswicho,traficogt,mention
mfgc1266,goyo_saavedra,mention
mfgc1266,traficogt,mention
florydeprez2,emetragt,mention
1056_antonio,manfredoguate,mention
1056_antonio,traficogt,mention
kriis_colocha,marioquan,mention
kriis_colocha,traficogt,mention
roanchi2,josechic86,mention
roanchi2,congresoguate,mention
roanchi2,prensacomunitar,mention
jjoaquinvv,josechic86,mention
jjoaquinvv,traficogt,mention
jjoaquinvv,congresoguate,mention
mylemlem,estuardosc,mention
canchito13,ojguatemala,mention
canchito13,bancadasemilla,mention
armando99321411,karinapazgt,mention
marloa14,sankevins,mention
marloa14,traficogt,mention
traficogt,ojguatemala,mention
julioca75923080,ojguatemala,mention
gpriscillag,traficogt,mention
gpriscillag,amilcarmontejo,mention
mess_hermes,lahoragt,mention
mess_hermes,traficogt,mention
mess_hermes,__vadertg,mention
mess_hermes,mpguatemala,mention
gemonzon,dfernandezg,mention
gemonzon,traficogt,mention
guillepefe2012,odioaemetra,mention
julioromeodl,traficogt,mention
julioromeodl,fjimenezmingob,mention
pishquif,esta_busqueda,mention
pishquif,traficogt,mention
pishquif,mpguatemala,mention
julioca75923080,lucifer4165698,mention
paco_pique86,rugar_v,mention
paco_pique86,traficogt,mention
paco_pique86,mpguatemala,mention
kkillokko,lucifer4165698,mention
kkillokko,traficogt,mention
roanchi2,oco_motora,mention
marvin50146584,marinae41953239,mention
marvin50146584,marceblanco_,mention
marvin50146584,traficogt,mention
marvin50146584,unam_mx,mention
juliochubc,traficogt,mention
adlm_,santosdalia,mention
adlm_,traficogt,mention
robertoruhe,traficogt,mention
robertoruhe,amilcarmontejo,mention
gahc1984,marioquan,mention
gahc1984,traficogt,mention
tavogarcia54,jczamora,mention
tavogarcia54,traficogt,mention
estelar21362549,jczamora,mention
estelar21362549,shiguerita,mention
estelar21362549,latamjournalism,mention
estelar21362549,rosental,mention
estelar21362549,cidh,mention
estelar21362549,rele_cidh,mention
estelar21362549,pressfreedom,mention
estelar21362549,rsf_esp,mention
estelar21362549,sip_oficial,mention
estelar21362549,barevalodeleon,mention
estelar21362549,usembassyguate,mention
estelar21362549,pedropabloygt,mention
1601jr,traficogt,mention
julitobatres,traficogt,mention
joselit48030797,traficogt,mention
jtrujillosan,anelisehundman,mention
jtrujillosan,traficogt,mention
jtrujillosan,mmendoza_gt,mention
pedropabloygt,traficogt,mention
bluebikeride,rquinonezl,mention
bluebikeride,traficogt,mention
bluebikeride,amilcarmontejo,mention
jrc19782001,prensacomunitar,mention
jrc19782001,traficogt,mention
mayorgajoselit,hshetemul,mention
wamado04,renuncia_yagt,mention
wamado04,alba_keneth,mention
wamado04,almdepalomo,mention
wamado04,zuryxguate,mention
alemsagastume,ricigt1,mention
alemsagastume,traficogt,mention
extasisvgames,renuncia_yagt,mention
extasisvgames,alba_keneth,mention
extasisvgames,almdepalomo,mention
extasisvgames,zuryxguate,mention
mariacdeleon1,destaracmario,mention
eargueta1983,traficogt,mention
mariacdeleon1,thelmaaldana,mention
mariacdeleon1,mmendoza_gt,mention
divas0598,muniguate,mention
erroresgt,guillepefe2012,mention
erroresgt,denunciaempagua,mention
erroresgt,transitogt,mention
erroresgt,traficogt,mention
erroresgt,muniguate,mention
erroresgt,amilcarmontejo,mention
erroresgt,rquinonezl,mention
migm10r,guillepefe2012,mention
migm10r,denunciaempagua,mention
migm10r,transitogt,mention
migm10r,traficogt,mention
migm10r,muniguate,mention
migm10r,amilcarmontejo,mention
migm10r,rquinonezl,mention
marinae41953239,marceblanco_,mention
marinae41953239,unam_mx,mention
batallonjalapa,dfernandezg,mention
anameri71677244,vadenuezotravez,mention
anameri71677244,traficogt,mention
anameri71677244,mpguatemala,mention
rev0wg,traficogt,mention
sergiol16320201,vicentecarrera_,mention
sergiol16320201,drgiammattei,mention
jonodavila,traficogt,mention
bdonado1,traficogt,mention
rojitosantacruz,traficogt,mention
joshemigt,traficogt,mention
richdr11,traficogt,mention
raulruiz72,traficogt,mention
jriveragt,traficogt,mention
lahierbamora,traficogt,mention
monicaloaiza20,vicentecarrera_,mention
monicaloaiza20,drgiammattei,mention
monicaloaiza20,jimmymoralesgt,mention
arguetawerner,vicentecarrera_,mention
arguetawerner,traficogt,mention
arguetawerner,drgiammattei,mention
jramiroh,carlos_ruano_,mention
jramiroh,traficogt,mention
jramiroh,mmendoza_gt,mention
mlopezguate,carlos_ruano_,mention
mlopezguate,mmendoza_gt,mention
seanigri2,vicentecarrera_,mention
seanigri2,traficogt,mention
seanigri2,drgiammattei,mention
extuiterogt,jlfont001,mention
extuiterogt,sandra_jovelp,mention
extuiterogt,drgiammattei,mention
extuiterogt,zuryxguate,mention
extuiterogt,partidovalor,mention
aztecanoticiagt,arlettg_,mention
atpsa4,prensacomunitar,mention
atpsa4,traficogt,mention
atpsa4,barevalodeleon,mention
antonio00677714,rugar_v,mention
antonio00677714,traficogt,mention
sir_wichito,hshetemul,mention
sir_wichito,traficogt,mention
sir_wichito,barevalodeleon,mention
poder502,hshetemul,mention
julioromeodl,vocsindigenasgt,mention
julioromeodl,usembassyguate,mention
julioromeodl,72_cpineda,mention
sayed90001,rugar_v,mention
sayed90001,traficogt,mention
rugar_v,sayed90001,mention
rugar_v,traficogt,mention
erickjimenez69,vocsindigenasgt,mention
erickjimenez69,traficogt,mention
erickjimenez69,usembassyguate,mention
erickjimenez69,72_cpineda,mention
carlosh59322468,mmendoza_gt,mention
carlosh59322468,traficogt,mention
lukassgtm,prensacomunitar,mention
luipicr,traficogt,mention
manfredoguate,acguatemala,mention
feci_mp,ueguatemala,mention
feci_mp,statedept,mention
feci_mp,embcanguatemala,mention
superguicho,ricigt1,mention
angeln8,quepasasur,mention
pichi_palma,traficogt,mention
fernadvives,traficogt,mention
fernadvives,transito_mixco,mention
fernadvives,netobran,mention
mareciga50,canalantigua,mention
mareciga50,traficogt,mention
marcelo_caste,transito_mixco,mention
marcelo_caste,munimixco_,mention
marcelo_caste,traficogt,mention
marcelo_caste,netobran,mention
batallonjalapa,marioquan,mention
mariaesterlfc,marioquan,mention
mariaesterlfc,traficogt,mention
superguicho,foppaguate,mention
lmlemush,rugar_v,mention
lmlemush,cmendeza,mention
lmlemush,lahoragt,mention
mariaisabelg65,soygeorgegt,mention
julioca75923080,rubenarriagama1,mention
julioca75923080,bancadasemilla,mention
julioca75923080,msemillagt,mention
julioca75923080,rosental,mention
jborgov,bernardosilvagt,mention
jborgov,traficogt,mention
jborgov,barevalodeleon,mention
jborgov,karinherreravp,mention
jborgov,msemillagt,mention
jayro_1086,bernardosilvagt,mention
jayro_1086,traficogt,mention
jayro_1086,barevalodeleon,mention
jayro_1086,karinherreravp,mention
jayro_1086,msemillagt,mention
lukassgtm,bernardosilvagt,mention
lukassgtm,barevalodeleon,mention
lukassgtm,karinherreravp,mention
lukassgtm,msemillagt,mention
mayorgajoselit,bernardosilvagt,mention
mayorgajoselit,barevalodeleon,mention
mayorgajoselit,karinherreravp,mention
mayorgajoselit,msemillagt,mention
batallonjalapa,bernardosilvagt,mention
batallonjalapa,karinherreravp,mention
oscar41995,traficogt,mention
wamado04,rosental,mention
orlandopamal,traficogt,mention
gt_maga,traficogt,mention
elcosebautista,traficogt,mention
lmariav1,traficogt,mention
kalumar85,monymmorales,mention
kalumar85,traficogt,mention
kalumar85,bancadasemilla,mention
manfredoguate,bancadasemilla,mention
johansondev,lanegrisgt,mention
johansondev,traficogt,mention
rack2311,oco_motora,mention
_cortaziana,arelisagastume,mention
_cortaziana,dougcrisgt,mention
_cortaziana,traficogt,mention
_cortaziana,mintrabajoguate,mention
arelisagastume,dougcrisgt,mention
arelisagastume,traficogt,mention
arelisagastume,mintrabajoguate,mention
arelisagastume,_cortaziana,mention
ariefialko,ricigt1,mention
ariefialko,darwinhk,mention
ariefialko,mpguatemala,mention
cocolocoantillo,soy_502,mention
sergiogonzale99,prensacomunitar,mention
sergiogonzale99,traficogt,mention
papaabumario,oco_motora,mention
diana_dl20,traficogt,mention
diana_dl20,amilcarmontejo,mention
felipes96782816,monymmorales,mention
felipes96782816,larrryto,mention
felipes96782816,cc_guatemala,mention
jersoncamey,amilcarmontejo,mention
jersoncamey,muniguate,mention
jersoncamey,traficogt,mention
honor182,noti_mixco,mention
felipes96782816,doctoracc,mention
felipes96782816,partidoune,mention
felipes96782816,apostolsergioe,mention
felipes96782816,mpguatemala,mention
rigosantoro,quiquegodoy,mention
rigosantoro,traficogt,mention
elmerhernandez0,quiquegodoy,mention
elmerhernandez0,traficogt,mention
enterand5,mmendoza_gt,mention
enterand5,traficogt,mention
rocioxrd_,traficogt,mention
jdanieldardon,franciscordl,mention
jdanieldardon,traficogt,mention
jdanieldardon,plazapublicagt,mention
jdanieldardon,barevalodeleon,mention
diblillos,lanegrisgt,mention
diblillos,traficogt,mention
bbccss6566,larrryto,mention
bbccss6566,cc_guatemala,mention
julioca75923080,jlfont001,mention
mariosaqui1,manfredoguate,mention
mariosaqui1,traficogt,mention
punchdefruta,ricigt1,mention
punchdefruta,traficogt,mention
julioca75923080,fiscalnvicto,mention
julioca75923080,domingo94096837,mention
jhony1234567895,neryrodas,mention
gonzalezlesbia,soygeorgegt,mention
paozoey2,ricigt1,mention
paozoey2,traficogt,mention
sirr_juan,danyvabe,mention
sirr_juan,emixtragt,mention
sirr_juan,emixtrapablo,mention
sirr_juan,pmtdemixco,mention
sirr_juan,starnewsnoti,mention
sirr_juan,netobran,mention
sirr_juan,traficogt,mention
sirr_juan,merce_moon,mention
luchofcb80,h_fabiola,mention
luchofcb80,traficogt,mention
luchofcb80,barevalodeleon,mention
danyvabe,emixtragt,mention
danyvabe,emixtrapablo,mention
danyvabe,pmtdemixco,mention
danyvabe,starnewsnoti,mention
danyvabe,netobran,mention
danyvabe,traficogt,mention
luispabas,_chapinguate502,mention
luispabas,traficogt,mention
luispabas,lahoragt,mention
26bpalencia,discosbeagle,mention
26bpalencia,traficogt,mention
26bpalencia,mpguatemala,mention
26bpalencia,drgiammattei,mention
26bpalencia,jimmymoralesgt,mention
berbeno88,bernardosilvagt,mention
berbeno88,traficogt,mention
berbeno88,barevalodeleon,mention
doloresflo23,discosbeagle,mention
armandoliosgt,discosbeagle,mention
superguicho,marcosantil,mention
justice4bads,discosbeagle,mention
justice4bads,traficogt,mention
alaindlc,foppaguate,mention
alaindlc,traficogt,mention
chino16711,foppaguate,mention
chino16711,traficogt,mention
roanchi2,blogcatarsis,mention
kannil,foppaguate,mention
kannil,traficogt,mention
boogie_yugy,foppaguate,mention
boogie_yugy,traficogt,mention
boogie_yugy,pncdeguatemala,mention
boogie_yugy,mpguatemala,mention
pdrojuarez,lahoragt,mention
pdrojuarez,traficogt,mention
justice4bads,lahoragt,mention
anameri71677244,anongtreloaded,mention
anameri71677244,alvaroarzue,mention
kalinpal53,_cristiangt,mention
jul_sando_1962,tamarar77259349,mention
mariacdeleon1,dougcrisgt,mention
mariacdeleon1,hshetemul,mention
e_mire8a,lahoragt,mention
e_mire8a,traficogt,mention
ricardo44762362,mpguatemala,mention
sarairobledo3,manfredoguate,mention
sarairobledo3,traficogt,mention
rigosantoro,manfredoguate,mention
lamaro84190537,j_alexvaldez,mention
lamaro84190537,traficogt,mention
piruli70,traficogt,mention
cedr2506,monymmorales,mention
claudiafajardo,amilcarmontejo,mention
rudytejedagt,muniguate,mention
lucky68vidal,prensacomunitar,mention
lucky68vidal,traficogt,mention
z3636m,traficogt,mention
josjcaalmor,traficogt,mention
mildred_gaitan,insightcrime_es,mention
anameri71677244,monymmorales,mention
erwinrobles2,ricigt1,mention
erwinrobles2,traficogt,mention
spillariroberto,estuardosc,mention
dorjaen,amilcarmontejo,mention
dorjaen,traficogt,mention
mildred_gaitan,sonny_figueroa,mention
mildred_gaitan,pedrobrologt,mention
mildred_gaitan,bcie_org,mention
mildred_gaitan,drgiammattei,mention
mildred_gaitan,voxpopuliguate,mention
mildred_gaitan,marvindelcid,mention
mildred_gaitan,guatemalagob,mention
isaub2,factor4_gt,mention
isaub2,traficogt,mention
grettelslowing,cdpmtmixco,mention
sirpedrogt,noficciongt,mention
lucky68vidal,j_alexvaldez,mention
car_jena,pmtmuniguate,mention
car_jena,amilcarmontejo,mention
car_jena,traficogt,mention
rendonarana,guatemalagob,mention
rendonarana,traficogt,mention
alejandro2024gt,prensa_libre,mention
flordmorellana,ramonzamora89,mention
flordmorellana,traficogt,mention
flordmorellana,trialwatch,mention
flordmorellana,jlfont001,mention
flordmorellana,cmendeza,mention
flordmorellana,mmendoza_gt,mention
flordmorellana,alegutierrezv,mention
flordmorellana,kimyorion,mention
flordmorellana,franciscordl,mention
flordmorellana,oswaldhs,mention
flordmorellana,prensa_libre,mention
roanchi2,aolalexthegreat,mention
roanchi2,change,mention
deleagew,julioca75923080,mention
deleagew,alex_balsells,mention
julioca75923080,alex_balsells,mention
cocolocoantillo,domingo94096837,mention
mylemlem,alba_keneth,mention
jgiron07,larrryto,mention
jgiron07,traficogt,mention
jgiron07,drgiammattei,mention
jgiron07,cc_guatemala,mention
hungmayda,larrryto,mention
hungmayda,traficogt,mention
hungmayda,drgiammattei,mention
hungmayda,cc_guatemala,mention
hungmayda,domingo94096837,mention
nilrilesor,alvasol_,mention
nilrilesor,josechic86,mention
nilrilesor,aldodavila_gt,mention
nilrilesor,autoridadesgt,mention
nilrilesor,avillagran502,mention
nilrilesor,santi_barrera__,mention
sihubogenocidio,cubreserva,mention
sihubogenocidio,aolalexthegreat,mention
sihubogenocidio,inabguatemala,mention
sihubogenocidio,magaguatemala,mention
sihubogenocidio,conapgt,mention
sihubogenocidio,emisorasunidas,mention
sihubogenocidio,traficogt,mention
sihubogenocidio,guatevision_tv,mention
sihubogenocidio,muniguate,mention
mildred_gaitan,josmchacn2,mention
mildred_gaitan,alex_balsells,mention
cedr2506,changeorgcentro,mention
renilevin84,cubreserva,mention
renilevin84,inabguatemala,mention
renilevin84,magaguatemala,mention
renilevin84,conapgt,mention
renilevin84,emisorasunidas,mention
renilevin84,traficogt,mention
renilevin84,guatevision_tv,mention
renilevin84,muniguate,mention
renilevin84,ninomatute,mention
cubreserva,mynoraroldopab1,mention
cubreserva,magaguatemala,mention
nilrilesor,fiaheisenberg,mention
nilrilesor,alex56gt,mention
nilrilesor,alterlego502,mention
nilrilesor,alex_balsells,mention
nilrilesor,anongtreloaded,mention
fcofiga,cubreserva,mention
fcofiga,magaguatemala,mention
fcofiga,inabguatemala,mention
fcofiga,emisorasunidas,mention
fcofiga,guatevision_tv,mention
fcofiga,publinewsgt,mention
fcofiga,traficogt,mention
mynoraroldopab1,cubreserva,mention
mynoraroldopab1,inabguatemala,mention
mynoraroldopab1,magaguatemala,mention
mynoraroldopab1,conapgt,mention
mynoraroldopab1,emisorasunidas,mention
mynoraroldopab1,traficogt,mention
mynoraroldopab1,guatevision_tv,mention
mynoraroldopab1,muniguate,mention
anaagui63016711,cubreserva,mention
anaagui63016711,magaguatemala,mention
anaagui63016711,inabguatemala,mention
anaagui63016711,emisorasunidas,mention
anaagui63016711,guatevision_tv,mention
anaagui63016711,publinewsgt,mention
anaagui63016711,traficogt,mention
anaagui63016711,pattyo502,mention
cubreserva,diariodigitalgt,mention
amilcarmontejo,dorjaen,mention
amilcarmontejo,traficogt,mention
aurabenitez,dougcrisgt,mention
josespi96513589,dougcrisgt,mention
josespi96513589,traficogt,mention
lacupicu,dougcrisgt,mention
jl2maeu,dougcrisgt,mention
a_g_1984,jlfont001,mention
a_g_1984,traficogt,mention
a_g_1984,concriteriogt,mention
papaabumario,dougcrisgt,mention
lamaro84190537,rodrigoarenas,mention
lopezmadrrox,noficciongt,mention
mildred_gaitan,plazapublicagt,mention
lopezmadrrox,tiabartola,mention
lopezmadrrox,rodrigoarenas,mention
giancagt,muniguate,mention
giancagt,amilcarmontejo,mention
giancagt,emetragt,mention
giancagt,emixtragt,mention
giancagt,traficogt,mention
mildred_gaitan,lahoragt,mention
carlosnoeldubo2,mbrc11,mention
carlosnoeldubo2,traficogt,mention
carlosnoeldubo2,emisorasunidas,mention
carlosnoeldubo2,cc_guatemala,mention
mildred_gaitan,ricigt1,mention
mildred_gaitan,cc_guatemala,mention
mildred_gaitan,congresoguate,mention
fjquione,soygeorgegt,mention
marcopo60095392,vilmachinc465,mention
marcopo60095392,manfredoguate,mention
marcopo60095392,traficogt,mention
byron96324753,figueroasarti,mention
byron96324753,cc_guatemala,mention
vilmachinc465,manfredoguate,mention
vilmachinc465,traficogt,mention
armando99321411,davidishosi,mention
papaabumario,prensacomunitar,mention
doloresflo23,figueroasarti,mention
doloresflo23,cacifguatemala,mention
mayroxis,facticagt,mention
mayroxis,traficogt,mention
mayroxis,amaldonadogt,mention
moyimozo,facticagt,mention
moyimozo,traficogt,mention
moyimozo,amaldonadogt,mention
el_patatush,traficogt,mention
batallonjalapa,ojguatemala,mention
_covidiano,traficogt,mention
takitoperezgt,labrujisgiron,mention
takitoperezgt,traficogt,mention
labrujisgiron,traficogt,mention
chejopolanc,amilcarmontejo,mention
unperro_mas,raulbarreragt,mention
unperro_mas,traficogt,mention
martin_rodas,ricigt1,mention
martin_rodas,traficogt,mention
martin_rodas,cc_guatemala,mention
walgerhc,ricigt1,mention
walgerhc,traficogt,mention
walgerhc,cc_guatemala,mention
hungmayda,jlfont001,mention
hungmayda,concriteriogt,mention
jaque_mate2,raulbarreragt,mention
joffar28,pmtmuniguate,mention
joffar28,pncdeguatemala,mention
joffar28,amilcarmontejo,mention
chaclanoscar,dfernandezg,mention
chaclanoscar,traficogt,mention
chaclanoscar,nuestrodiario,mention
mildred_gaitan,tk421_d,mention
mildred_gaitan,alvaroarzue,mention
montielaldana,traficogt,mention
goldmembergt,traficogt,mention
alberto18424661,traficogt,mention
ch1967jairo,traficogt,mention
marc0rtiz,zacapaneco5,mention
marc0rtiz,fjimenezmingob,mention
marc0rtiz,traficogt,mention
