source,target,type
mhernandez4788,traficogt,mention
mhernandez4788,rmendezruiz,mention
gloria032014,traficogt,mention
anita_bol,traficogt,mention
anita_bol,rmendezruiz,mention
alexandrajht,traficogt,mention
viviannclaudett,jeanellydvg,mention
viviannclaudett,traficogt,mention
castill0roberto,jeanellydvg,mention
cedr2506,agenciaocote,mention
cedr2506,davidck7,mention
_creyes_,agenciaocote,mention
_creyes_,traficogt,mention
_creyes_,davidck7,mention
veronic87340138,agenciaocote,mention
veronic87340138,davidck7,mention
felipes96782816,agenciaocote,mention
felipes96782816,davidck7,mention
victorp95913830,carlosrkestler,mention
victorp95913830,48cantonestoto,mention
carloscarlgnz,republicagt,mention
carloscarlgnz,traficogt,mention
yadid_sanchez,quorumgt,mention
yadid_sanchez,traficogt,mention
yadid_sanchez,jeanellydvg,mention
justice4bads,mmendoza_gt,mention
vm7natalia,wergabriel,mention
vm7natalia,traficogt,mention
mabcastillo,wergabriel,mention
cozetyg,wergabriel,mention
matiasysimon,wergabriel,mention
matiasysimon,traficogt,mention
warriorbal,agenciaocote,mention
warriorbal,_soydelviento,mention
ibal160970,mmendoza_gt,mention
ibal160970,traficogt,mention
ibal160970,drgiammattei,mention
zacapaneco5,edgar_ortizgt,mention
zacapaneco5,bancadasemilla,mention
zacapaneco5,barevalodeleon,mention
zacapaneco5,karinherreravp,mention
zacapaneco5,samuel_pz,mention
estelar21362549,mmendoza_gt,mention
estelar21362549,drgiammattei,mention
batallonjalapa,josepborrellf,mention
licopatron,edgar_ortizgt,mention
dafograto,edgar_ortizgt,mention
dafograto,traficogt,mention
dafograto,elenamotta_,mention
hellboy17oc,xiomaracastroz,mention
hellboy17oc,barevalodeleon,mention
frozen72078740,agenciaocote,mention
frozen72078740,amaldonadogt,mention
radiogtfvelrm,mariacdeleon1,mention
radiogtfvelrm,carlosrkestler,mention
radiogtfvelrm,traficogt,mention
radiogtfvelrm,barevalodeleon,mention
aurabenitez,quorumgt,mention
aurabenitez,jeanellydvg,mention
mabcastillo,e_18_m_12_4,mention
theclowbala,jmenkos,mention
pabloriv1980,traficogt,mention
estelar21362549,luisperea11,mention
aleydaguare,sepebm,mention
aleydaguare,carlosrkestler,mention
aleydaguare,traficogt,mention
aleydaguare,barevalodeleon,mention
batallonjalapa,e_18_m_12_4,mention
mariacdeleon1,carlosrkestler,mention
mariacdeleon1,barevalodeleon,mention
rozzottorodrigo,ivan_velasquez_,mention
rozzottorodrigo,traficogt,mention
rozzottorodrigo,barevalodeleon,mention
lacupicu,redjunnaoj,mention
lacupicu,yamanikc,mention
sepebm,traficogt,mention
sepebm,donaltrump,mention
sepebm,carlosrkestler,mention
sepebm,barevalodeleon,mention
silvia13fernand,quorumgt,mention
silvia13fernand,jeanellydvg,mention
sanchezhaldo,agenciaocote,mention
sanchezhaldo,mariaolga98,mention
agenciaocote,amaldonadogt,mention
shuteelpobre,rspradoc,mention
shuteelpobre,mingobguate,mention
shuteelpobre,cc_guatemala,mention
trollitogt,sanchezcastejon,mention
trollitogt,traficogt,mention
trollitogt,barevalodeleon,mention
estelar21362549,rspradoc,mention
estelar21362549,mingobguate,mention
cerezopompeyo,48_cantonestoto,mention
cerezopompeyo,traficogt,mention
mariacdeleon1,alianzargt,mention
batallonjalapa,jmenkos,mention
batallonjalapa,xiomaracastroz,mention
martifus,jmenkos,mention
yankees20051968,ivan_velasquez_,mention
yankees20051968,traficogt,mention
yankees20051968,barevalodeleon,mention
batallonjalapa,redjunnaoj,mention
batallonjalapa,yamanikc,mention
rodsamayoa,emisorasunidas,mention
rodsamayoa,traficogt,mention
atolypanito,ninomatute,mention
natgtfree,barevalodeleon,mention
braddock_31,elsancarlistagt,mention
braddock_31,traficogt,mention
braddock_31,jimmymoralesgt,mention
handelman80,polaris_2111,mention
handelman80,traficogt,mention
unperro_mas,polaris_2111,mention
erosan3edsa,plazapublicagt,mention
wichogarci,edmondmulet,mention
unperro_mas,jlfont001,mention
unperro_mas,cc_guatemala,mention
unperro_mas,mpguatemala,mention
unperro_mas,congresoguate,mention
unperro_mas,bermejogt,mention
unperro_mas,tseguatemala,mention
unperro_mas,elsancarlistagt,mention
oecalderonm,barevalodeleon,mention
oecalderonm,traficogt,mention
aztecanoticiagt,jp_garrido5,mention
natgtfree,jeremiejsn,mention
natgtfree,jmenkos,mention
oracintfaith,robertoarzugg,mention
leidi_susana,raulbarreragt,mention
leidi_susana,traficogt,mention
leidi_susana,barevalodeleon,mention
cbrolo11,pavelvga,mention
__suzeth,agenciaocote,mention
__suzeth,traficogt,mention
__suzeth,davidck7,mention
edesgaro_deaf,agenciaocote,mention
edesgaro_deaf,traficogt,mention
edesgaro_deaf,davidck7,mention
yankees20051968,robertoarzugg,mention
estuardogudiel6,yopropongoguate,mention
estuardogudiel6,manfredoguate,mention
estuardogudiel6,traficogt,mention
cindyrella_25,aztecanoticiagt,mention
pedropabloygt,yopropongoguate,mention
ldubon63,robertoarzugg,mention
rusherpop1,monymmorales,mention
rusherpop1,traficogt,mention
innovacion30001,quorumgt,mention
innovacion30001,cc_guatemala,mention
innovacion30001,bancadasemilla,mention
innovacion30001,sandra_jovelp,mention
innovacion30001,jeanellydvg,mention
yopropongoguate,manfredoguate,mention
yopropongoguate,traficogt,mention
yopropongoguate,pedropabloygt,mention
luciatzikin,emisorasunidas,mention
luciatzikin,traficogt,mention
pipitachula,wergabriel,mention
pipitachula,traficogt,mention
jodyreporta,msemillagt,mention
jodyreporta,congresoguate,mention
batallonjalapa,aztecanoticiagt,mention
batallonjalapa,edmondmulet,mention
harryss19,wergabriel,mention
harryss19,traficogt,mention
freefigth,theclowbala,mention
freefigth,jmenkos,mention
michelleca28495,prensacomunitar,mention
mildred_gaitan,equissj,mention
mildred_gaitan,canalantigua,mention
mauniesgt,lahoragt,mention
mauniesgt,traficogt,mention
tavosilvestre,fiaheisenberg,mention
tavosilvestre,traficogt,mention
tavosilvestre,alvaroarzue,mention
mildred_gaitan,rochaeta,mention
mildred_gaitan,pattyo502,mention
batallonjalapa,anibalarguello1,mention
batallonjalapa,quorumgt,mention
batallonjalapa,jeanellydvg,mention
batallonjalapa,jodyreporta,mention
batallonjalapa,congresoguate,mention
mildred_gaitan,sucontreras_tv,mention
ivo987654321,quorumgt,mention
ivo987654321,traficogt,mention
ivo987654321,cc_guatemala,mention
ivo987654321,bancadasemilla,mention
ivo987654321,sandra_jovelp,mention
ivo987654321,jeanellydvg,mention
ag_medina,quorumgt,mention
ag_medina,traficogt,mention
ag_medina,cc_guatemala,mention
ag_medina,bancadasemilla,mention
ag_medina,sandra_jovelp,mention
ag_medina,jeanellydvg,mention
marvinr92783742,quorumgt,mention
marvinr92783742,traficogt,mention
marvinr92783742,cc_guatemala,mention
marvinr92783742,bancadasemilla,mention
marvinr92783742,sandra_jovelp,mention
marvinr92783742,jeanellydvg,mention
raulruiz72,jmenkos,mention
rchinchillac,guss_marro,mention
jeremiejsn,jmenkos,mention
jeremiejsn,traficogt,mention
edesgaro_deaf,wergabriel,mention
michelleca28495,cmbezares,mention
michelleca28495,orlandoblancol,mention
michelleca28495,aldodavila_gt,mention
michelleca28495,karinapazgt,mention
michelleca28495,jajofd,mention
michelleca28495,vos_gt_,mention
michelleca28495,msemillagt,mention
michelleca28495,cc_guatemala,mention
cmlcgt,elenamotta_,mention
eliezerpinist,guss_marro,mention
theclowbala,bancadasemilla,mention
batallonjalapa,cmbezares,mention
batallonjalapa,orlandoblancol,mention
batallonjalapa,aldodavila_gt,mention
batallonjalapa,karinapazgt,mention
batallonjalapa,jajofd,mention
batallonjalapa,vos_gt_,mention
jannina38537238,quorumgt,mention
jannina38537238,traficogt,mention
jannina38537238,cc_guatemala,mention
jannina38537238,bancadasemilla,mention
jannina38537238,sandra_jovelp,mention
jannina38537238,jeanellydvg,mention
eliezerpinist,monymmorales,mention
eliezerpinist,cc_guatemala,mention
batallonjalapa,elsancarlistagt,mention
inpale61,lahoragt,mention
inpale61,traficogt,mention
srdonpicho,emisorasunidas,mention
srdonpicho,traficogt,mention
batallonjalapa,alex56gt,mention
unperro_mas,elenamotta_,mention
batallonjalapa,elenamotta_,mention
harryss19,hshetemul,mention
etanchez1974,lahoragt,mention
etanchez1974,traficogt,mention
rickyr7,lahoragt,mention
rickyr7,alvaroarzue,mention
ronal4403,lahoragt,mention
ronal4403,traficogt,mention
mabcastillo,guss_marro,mention
michelleca28495,quorumgt,mention
michelleca28495,jeanellydvg,mention
gerbo_ca,traficogt,mention
ioxua19,jmenkos,mention
ioxua19,traficogt,mention
dannybarales,jmenkos,mention
dannybarales,traficogt,mention
smvanessa73,jmenkos,mention
smvanessa73,traficogt,mention
eliezerpinist,msemillagt,mention
mary15783911,noficciongt,mention
mary15783911,traficogt,mention
mabcastillo,jmenkos,mention
mariacdeleon1,noficciongt,mention
alechris2511,hshetemul,mention
alechris2511,traficogt,mention
alechris2511,cc_guatemala,mention
erwinrobles2,rafa_mal0072,mention
erwinrobles2,alvaroarzue,mention
paco_pique86,hshetemul,mention
mariacdeleon1,edgar_ortizgt,mention
mariacdeleon1,congresoguate,mention
mariacdeleon1,agenciaocote,mention
mariacdeleon1,davidck7,mention
visioninternaci,rafa_mal0072,mention
visioninternaci,alvaroarzue,mention
mariacdeleon1,bernardosilvagt,mention
mariacdeleon1,almagro_oea2015,mention
mariacdeleon1,oea_oficial,mention
mariacdeleon1,usembassyguate,mention
mariacdeleon1,usagovespanol,mention
alex_es16,antonio00677714,mention
alex_es16,traficogt,mention
pipitachula,nytimesworld,mention
domingo94096837,tropicoferoz,mention
mujeractualidad,traficogt,mention
mujeractualidad,mmendoza_gt,mention
jccasellas,manfredoguate,mention
jccasellas,traficogt,mention
jccasellas,cc_guatemala,mention
davidck7,agenciaocote,mention
qj6d6q7rqw,agenciaocote,mention
qj6d6q7rqw,_chrisguti,mention
mando6107747648,traficogt,mention
blablabla1950,antonio00677714,mention
blablabla1950,nelton_rivera,mention
blablabla1950,mustafarcastle,mention
antonio00677714,alex_es16,mention
antonio00677714,prensacomunitar,mention
antonio00677714,nelton_rivera,mention
superottoss,vicentecarrera_,mention
superottoss,traficogt,mention
superottoss,drgiammattei,mention
superottoss,andread_gtv,mention
coperni00829097,danydoggy,mention
coperni00829097,emisorasunidas,mention
coperni00829097,congresoguate,mention
ldubon63,domingo94096837,mention
robertotobar42,manfredoguate,mention
eedlb,elsancarlistagt,mention
eedlb,mmendoza_gt,mention
eedlb,usembassyguate,mention
clauflor7,bermejogt,mention
clauflor7,elsancarlistagt,mention
clauflor7,mmendoza_gt,mention
kroldegarcia,carlosrkestler,mention
kroldegarcia,traficogt,mention
mendezfig,factor4_gt,mention
mendezfig,traficogt,mention
mendezfig,pncdeguatemala,mention
mendezfig,dtransitopnc,mention
mendezfig,cidh,mention
mendezfig,cnnee,mention
mendezfig,soyfdelrincon,mention
mendezfig,oea_oficial,mention
mendezfig,onu_es,mention
mendezfig,usembassyguate,mention
mendezfig,guatemalagob,mention
mendezfig,drgiammattei,mention
mendezfig,mpguatemala,mention
carlosm36924914,petrogustavo,mention
carlosm36924914,traficogt,mention
diegomollinedo4,petrogustavo,mention
diegomollinedo4,traficogt,mention
spaceship__5,petrogustavo,mention
spaceship__5,traficogt,mention
batallonjalapa,factor4_gt,mention
batallonjalapa,amilcarmontejo,mention
j_quej,mmendoza_gt,mention
j_quej,traficogt,mention
astriyoky,erolosa,mention
astriyoky,msemillagt,mention
astriyoky,traficogt,mention
unperro_mas,marioquan,mention
unperro_mas,sandra_jovelp,mention
erolosa,msemillagt,mention
erolosa,traficogt,mention
cruzoliviajose,clauflor7,mention
cruzoliviajose,ricigt1,mention
cruzoliviajose,traficogt,mention
mariaisabelg65,emisorasunidas,mention
edwinma61769471,domingo94096837,mention
doloresflo23,comunicaverte_,mention
doloresflo23,domingo94096837,mention
clauflor7,ricigt1,mention
clauflor7,domingo94096837,mention
clauflor7,marioquan,mention
clauflor7,sandra_jovelp,mention
cardona_vi41774,macu_16,mention
doloresflo23,congresoguate,mention
cohen13henry,hshetemul,mention
giovanottigt,hshetemul,mention
kalinpal53,sonny_figueroa,mention
cohen13henry,factor4_gt,mention
irreverentemmmb,mildred_gaitan,mention
irreverentemmmb,prensacomunitar,mention
irreverentemmmb,traficogt,mention
irreverentemmmb,aldodavila_gt,mention
larrywoodgt,marvindelcid,mention
larrywoodgt,sonny_figueroa,mention
larrywoodgt,drgiammattei,mention
larrywoodgt,bcie_org,mention
elcriskristian,ingamedina,mention
elcriskristian,traficogt,mention
gersonbarrera,sonny_figueroa,mention
panchopa1,sonny_figueroa,mention
panchopa1,traficogt,mention
jl2maeu,sonny_figueroa,mention
jl2maeu,drgiammattei,mention
jl2maeu,bcie_org,mention
jl2maeu,pedrobrologt,mention
jl2maeu,marvindelcid,mention
jl2maeu,voxpopuliguate,mention
batallonjalapa,sonny_figueroa,mention
batallonjalapa,bcie_org,mention
batallonjalapa,pedrobrologt,mention
batallonjalapa,voxpopuliguate,mention
batallonjalapa,santiagotelesur,mention
jotiaalvarez,darwinhk,mention
visioninternaci,marvindelcid,mention
visioninternaci,drgiammattei,mention
visioninternaci,bcie_org,mention
visioninternaci,pedrobrologt,mention
visioninternaci,sonny_figueroa,mention
artmobilegt,jczamora,mention
artmobilegt,drgiammattei,mention
artmobilegt,ojguatemala,mention
artmobilegt,pressfreedom,mention
artmobilegt,rsf_inter,mention
artmobilegt,globalfreemedia,mention
artmobilegt,sip_oficial,mention
artmobilegt,cpjamericas,mention
artmobilegt,rosental,mention
artmobilegt,carlosmlauria,mention
artmobilegt,leonkrauze,mention
artmobilegt,patriciajaniot,mention
artmobilegt,dcoronell,mention
roanchi2,wechalal,mention
cmendeza,gberganza2023,mention
ariefialko,jpgramajoc,mention
jalenvelaz46026,milesturne70424,mention
jalenvelaz46026,gucciwinterbear,mention
jalenvelaz46026,pgp1claudemir,mention
jalenvelaz46026,claudemir0911,mention
jalenvelaz46026,crazymindlabs,mention
jalenvelaz46026,filthindabeauty,mention
jalenvelaz46026,traficogt,mention
jalenvelaz46026,teddyallen,mention
jalenvelaz46026,llamarseraffa,mention
jalenvelaz46026,syl_guru,mention
jalenvelaz46026,kielysinead80,mention
jalenvelaz46026,jake_peck,mention
jalenvelaz46026,norabra88894205,mention
jalenvelaz46026,piratear3,mention
jalenvelaz46026,bafarawak,mention
jalenvelaz46026,eodunayomi,mention
jalenvelaz46026,paulabitencourt,mention
jalenvelaz46026,lucoates2,mention
jalenvelaz46026,valeriaroblesbb,mention
jalenvelaz46026,joshparker94,mention
yerfard,traficogt,mention
yerfard,drgiammattei,mention
lacabrera74,soy_502,mention
lacabrera74,traficogt,mention
elojotodolomira,traficogt,mention
mariacdeleon1,gberganza2023,mention
mariacdeleon1,karinherreravp,mention
marielizlucero,factor4_gt,mention
marielizlucero,drewzecena,mention
marielizlucero,msemillagt,mention
hoponovale,drmarcopaez,mention
hoponovale,traficogt,mention
cajascuesta,fiaheisenberg,mention
cajascuesta,traficogt,mention
licopatron,drmarcopaez,mention
citizen_tobino,karinherreravp,mention
srdonpicho,fiaheisenberg,mention
blablabla1950,batallonjalapa,mention
blablabla1950,marieloscm,mention
ricardogar75678,traficogt,mention
batallonjalapa,marieloscm,mention
diblillos,vicentecarrera_,mention
diblillos,drgiammattei,mention
eduardo25744843,vicentecarrera_,mention
eduardo25744843,traficogt,mention
eduardo25744843,drgiammattei,mention
inpale61,rafa_mal0072,mention
inpale61,barevalodeleon,mention
flordemariao,traficogt,mention
marielizlucero,manfredoguate,mention
erosan3edsa,prensacomunitar,mention
erosan3edsa,emisorasunidas,mention
batallonjalapa,vozdeltuit,mention
erosan3edsa,fiscalnvicto,mention
traficogt,lahoragt,mention
nandoguate,vozdeltuit,mention
rendonarana,lineasfrescas,mention
ciramaguamarco,ak94901,mention
ciramaguamarco,lineasfrescas,mention
ciramaguamarco,traficogt,mention
gorkygirl2,lineasfrescas,mention
deleon_sj,lineasfrescas,mention
deleon_sj,traficogt,mention
ak94901,lineasfrescas,mention
ak94901,traficogt,mention
allandicen,desdexibalba,mention
allandicen,traficogt,mention
allandicen,tacticayseggt,mention
allandicen,don_kamu,mention
alitocute,albinoburatti,mention
alitocute,brendah2o66,mention
alitocute,traficogt,mention
alitocute,pdhgt,mention
p4tty502,brendah2o66,mention
p4tty502,traficogt,mention
p4tty502,pdhgt,mention
albinoburatti,brendah2o66,mention
albinoburatti,traficogt,mention
albinoburatti,pdhgt,mention
giovanottigt,guatevisible,mention
giovanottigt,lecsanmerida36,mention
giovanottigt,congresoguate,mention
giovanottigt,tseguatemala,mention
citizen_tobino,bmichellemend,mention
citizen_tobino,msemillagt,mention
diblillos,dfernandezg,mention
qpumas1,guatevisible,mention
qpumas1,traficogt,mention
qpumas1,lecsanmerida36,mention
qpumas1,congresoguate,mention
qpumas1,tseguatemala,mention
wachover,prensacomunitar,mention
wachover,traficogt,mention
wachover,mpguatemala,mention
csarmolbar,javi_urizar,mention
ang3scobar,edgar_ortizgt,mention
ang3scobar,traficogt,mention
iovittor,traficogt,mention
mariacdeleon1,guss_marro,mention
kroldegarcia,factor4_gt,mention
kroldegarcia,48_cantonestoto,mention
emersoncrcamo2,anongtreloaded,mention
emersoncrcamo2,traficogt,mention
joffar28,muniguate,mention
javi_sudo,haverramirez,mention
javi_sudo,elchuchoqueesc1,mention
javi_sudo,traficogt,mention
javi_sudo,alexsg8512,mention
javi_sudo,iduvina,mention
javi_sudo,banruralgt,mention
javi_sudo,sib_guatemala,mention
bmizasr,emisorasunidas,mention
bmizasr,traficogt,mention
bmizasr,noel_solis,mention
jl2maeu,prensacomunitar,mention
jl2maeu,wergabriel,mention
haverramirez,elchuchoqueesc1,mention
haverramirez,traficogt,mention
haverramirez,alexsg8512,mention
haverramirez,iduvina,mention
haverramirez,banruralgt,mention
haverramirez,sib_guatemala,mention
angeldaemonn,christo62617801,mention
angeldaemonn,48_cantonestoto,mention
christo62617801,48_cantonestoto,mention
christo62617801,traficogt,mention
gersonbarrera,alex_balsells,mention
heyopita,prensacomunitar,mention
heyopita,traficogt,mention
ramirez1vinicio,domingo94096837,mention
ramirez1vinicio,traficogt,mention
fialkofialko,traficogt,mention
cajascuesta,mmendoza1970,mention
cajascuesta,vozdeltuit,mention
nemecioortiz2,prensacomunitar,mention
nemecioortiz2,traficogt,mention
nemecioortiz2,mmendoza1970,mention
ivo987654321,isapaiz_,mention
traficogt,isapaiz_,mention
b3nl0rd,hshetemul,mention
b3nl0rd,traficogt,mention
b3nl0rd,drgiammattei,mention
b3nl0rd,cacifguatemala,mention
chamusquinhogt,express_foto,mention
chamusquinhogt,traficogt,mention
anameri71677244,dw_espanol,mention
leds_ma,ricigt1,mention
leds_ma,traficogt,mention
fabarrie,sperezattias,mention
fabarrie,occrp,mention
luisjordany,dw_espanol,mention
luisjordany,traficogt,mention
barbarismo_,traficogt,mention
barbarismo_,saul_muniz,mention
leoneldepaz6,traficogt,mention
acoro762,traficogt,mention
cocolocoantillo,bernardocaal2,mention
cocolocoantillo,alex_balsells,mention
cocolocoantillo,rafa_mal0072,mention
cocolocoantillo,ruano_pine,mention
cocolocoantillo,mmendoza_gt,mention
cocolocoantillo,brendahernad,mention
raul_cardona,hshetemul,mention
raul_cardona,traficogt,mention
vquique,fiscalnvicto,mention
oj_castro,domingo94096837,mention
oj_castro,traficogt,mention
oj_castro,drgiammattei,mention
iovittor,lahoragt,mention
iovittor,fiscalnvicto,mention
jadinaprez,mmendoza_gt,mention
jadinaprez,traficogt,mention
atolypanito,prensa_libre,mention
giulio_vicenzo,alex_balsells,mention
giulio_vicenzo,traficogt,mention
giulio_vicenzo,sib_guatemala,mention
victorp95913830,prensa_libre,mention
cedr2506,diegoespana_,mention
juanpabablo1980,jodyreporta,mention
juanpabablo1980,traficogt,mention
juanpabablo1980,mpguatemala,mention
juanpabablo1980,pdhgt,mention
juanpabablo1980,ojguatemala,mention
chocjaime,abrahamendieta,mention
chocjaime,traficogt,mention
chocjaime,flinaresb,mention
chocjaime,sre_mx,mention
pikaso_me,jlfont001,mention
pikaso_me,pncdeguatemala,mention
pikaso_me,concriteriogt,mention
cojulunsonia,bomberosmuni,mention
cojulunsonia,bvoluntariosgt,mention
feramonroy,traficogt,mention
julioajordan,leodelatf,mention
julioajordan,traficogt,mention
julioajordan,moratayayoel,mention
maliliade,dianidiani_,mention
maliliade,traficogt,mention
maliliade,moratayayoel,mention
rosariodesamay1,emisorasunidas,mention
rosariodesamay1,traficogt,mention
mariacdeleon1,carlosernesto_c,mention
batallonjalapa,liberalucha,mention
licjosealvarado,sonny_figueroa,mention
licjosealvarado,traficogt,mention
pablocarias12,leodelatf,mention
pablocarias12,moratayayoel,mention
fercastillo0902,traficogt,mention
lahoragt,mpguatemala,mention
lahoragt,tseguatemala,mention
batallonjalapa,siempreincomodo,mention
batallonjalapa,moratayayoel,mention
jlfont001,drgiammattei,mention
maritomarsch,traficogt,mention
el_periodico,barevalodeleon,mention
el_periodico,ambmcfarland,mention
jpablo998af,lahoragt,mention
gersonbarrera,tropicoferoz,mention
7133jrp,tropicoferoz,mention
7133jrp,traficogt,mention
cozetyg,tropicoferoz,mention
tangentegt,ana_elly_lopez,mention
tangentegt,goyo_saavedra,mention
tangentegt,luismiguelreyes,mention
jpablo998af,guss_marro,mention
iovittor,barevalodeleon,mention
iovittor,drgiammattei,mention
iovittor,plazapublicagt,mention
maflores8404,kvandenbrule,mention
pachanga0gt,manfredoguate,mention
soylacanallare1,mlopezguate,mention
soylacanallare1,guatevisible,mention
soylacanallare1,samuel_pz,mention
soylacanallare1,msemillagt,mention
claus_zu,jmenkos,mention
claus_zu,traficogt,mention
claus_zu,drgiammattei,mention
rafason,cavillagrans10,mention
rafason,guatemalagob,mention
rafason,mariobucarogt,mention
rafason,mpguatemala,mention
rafason,oea_oficial,mention
mlopezguate,guatevisible,mention
mlopezguate,samuel_pz,mention
mlopezguate,msemillagt,mention
elder1725,traficogt,mention
elder1725,pncdeguatemala,mention
fernanbarr,pablogironc,mention
fernanbarr,traficogt,mention
fernanbarr,amilcarmontejo,mention
pablogironc,traficogt,mention
pablogironc,amilcarmontejo,mention
judithcolnj1,lahoragt,mention
0s_dev,traficogt,mention
enrique531,traficogt,mention
aurabenitez,ricigt1,mention
glennavi,covial_civ,mention
hernandez__w,jc2007jc,mention
hernandez__w,pmtmuniguate,mention
hernandez__w,emixtragt,mention
hernandez__w,traficogt,mention
jc2007jc,pmtmuniguate,mention
jc2007jc,emixtragt,mention
jc2007jc,traficogt,mention
coperni00829097,el_periodico,mention
coperni00829097,drgiammattei,mention
coperni00829097,normajtorres,mention
coperni00829097,sperezattias,mention
coperni00829097,oea_oficial,mention
coperni00829097,jczamora,mention
coperni00829097,congressdotgov,mention
coperni00829097,senatordurbin,mention
coperni00829097,usembassyguate,mention
coperni00829097,statedept,mention
coperni00829097,leonkrauze,mention
coperni00829097,cmendeza,mention
coperni00829097,pacogoldman,mention
coperni00829097,mmendoza_gt,mention
coperni00829097,fdbedout,mention
oj_castro,oea_oficial,mention
ariefialko,jlfont001,mention
rachew0530,traficogt,mention
josecar08264993,hellboy17oc,mention
josecar08264993,prensacomunitar,mention
josecar08264993,traficogt,mention
oscar1arevalo1,amilcarmontejo,mention
oscar1arevalo1,emisorasunidas,mention
oscar1arevalo1,traficogt,mention
hellboy17oc,prensacomunitar,mention
hebermart2000,traficogt,mention
hebermart2000,nayibbukele,mention
dinorag29542872,csarmolbar,mention
dinorag29542872,barevalodeleon,mention
dinorag29542872,traficogt,mention
error_sys404,csarmolbar,mention
error_sys404,barevalodeleon,mention
error_sys404,traficogt,mention
enemiga_publika,erick_acaham,mention
enemiga_publika,csarmolbar,mention
enemiga_publika,barevalodeleon,mention
enemiga_publika,traficogt,mention
xharol3ds,csarmolbar,mention
xharol3ds,barevalodeleon,mention
xharol3ds,traficogt,mention
erick_acaham,csarmolbar,mention
erick_acaham,barevalodeleon,mention
erick_acaham,traficogt,mention
normato67,csarmolbar,mention
normato67,barevalodeleon,mention
normato67,traficogt,mention
tanyava76108281,panchopa1,mention
tanyava76108281,barevalodeleon,mention
tanyava76108281,traficogt,mention
panchopa1,barevalodeleon,mention
eapablo10_,rivera_bambu,mention
eapablo10_,gberganza2023,mention
eapablo10_,traficogt,mention
eapablo10_,pchicola,mention
eapablo10_,samuel_pz,mention
eapablo10_,darwinhk,mention
rivera_bambu,gberganza2023,mention
allancito76,noficciongt,mention
allancito76,traficogt,mention
llmagana,mmendoza_gt,mention
llmagana,traficogt,mention
jlfont001,alvaroarzue,mention
jlfont001,rodolfoneutze,mention
ginlomx,usembassyguate,mention
ginlomx,traficogt,mention
ginlomx,statedeptspox,mention
ginlomx,mpguatemala,mention
c_c_gt_,lineasfrescas,mention
c_c_gt_,traficogt,mention
sofiadevian25,lineasfrescas,mention
sofiadevian25,traficogt,mention
csarmolbar,lineasfrescas,mention
_krefeh,alex_balsells,mention
_krefeh,ojguatemala,mention
kroldegarcia,lahoragt,mention
roanchi2,tpeyker,mention
dondieg28700696,ueguatemala,mention
dondieg28700696,josepborrellf,mention
judithinter,darwinhk,mention
judithinter,traficogt,mention
wexave,alex_balsells,mention
wexave,traficogt,mention
julioajordan,alvasol_,mention
ncachureco,traficogt,mention
threadreaderapp,candresb2,mention
threadreaderapp,derekurizar,mention
threadreaderapp,traficogt,mention
candresb2,derekurizar,mention
candresb2,traficogt,mention
candresb2,threadreaderapp,mention
dondieg28700696,barevalodeleon,mention
dondieg28700696,karinherreravp,mention
dondieg28700696,bancadasemilla,mention
fidelmacalajau,traficogt,mention
angeln8,aztecanoticiagt,mention
angeln8,elbencho_gt,mention
lucky68vidal,manfredoguate,mention
globaljogar1,ivan_velasquez_,mention
angeln8,guatemalagob,mention
clauflor7,aztecanoticiagt,mention
clauflor7,arlettg_,mention
jalel78,leon_denniz,mention
jalel78,traficogt,mention
jalel78,mmendoza_gt,mention
un_poncho_mas,traficogt,mention
leon_denniz,jalel78,mention
leon_denniz,traficogt,mention
leon_denniz,mmendoza_gt,mention
leon_denniz,shockorita,mention
leon_denniz,jeffryoqueli,mention
erikjoaquine,traficogt,mention
carlosrkestler,cnnee,mention
carlosrkestler,drgiammattei,mention
carlosrkestler,mpguatemala,mention
heidybarrios78,marieloscm,mention
heidybarrios78,traficogt,mention
un_poncho_mas,ivan_velasquez_,mention
vitrinachapina,pmtmuniguate,mention
vitrinachapina,traficogt,mention
alfintwit,prensacomunitar,mention
alfintwit,traficogt,mention
claudia8885247,mildred_gaitan,mention
claudia8885247,barevalodeleon,mention
claudia8885247,traficogt,mention
michideflores,lahoragt,mention
andream77rl,barevalodeleon,mention
andream77rl,traficogt,mention
billyc2023,mildred_gaitan,mention
billyc2023,barevalodeleon,mention
leon_denniz,ingamedina,mention
iovittor,msemillagt,mention
madridistaguate,guss_marro,mention
madridistaguate,traficogt,mention
guss_marro,replikhante,mention
guss_marro,traficogt,mention
camposser,quorumgt,mention
camposser,jeanellydvg,mention
replikhante,guss_marro,mention
gersonbarrera,quorumgt,mention
gersonbarrera,jeanellydvg,mention
julioaroldan1,ricigt1,mention
julioaroldan1,tseguatemala,mention
ottochacon5,ricigt1,mention
ottochacon5,traficogt,mention
ottochacon5,tseguatemala,mention
algamezhigueros,tobarangelangel,mention
algamezhigueros,prensa_libre,mention
algamezhigueros,traficogt,mention
cajascuesta,jmenkos,mention
fernand60951576,asiervera,mention
fernand60951576,traficogt,mention
fernand60951576,cc_guatemala,mention
iovittor,noficciongt,mention
tobarangelangel,prensa_libre,mention
dianaresident4,traficogt,mention
hectorgiron,traficogt,mention
citizen_tobino,mmendoza_gt,mention
marvindelcid,sonny_figueroa,mention
nicrossellguate,mmendoza_gt,mention
